Cohort Year,Graduation Rate Type,LEA Entity ID,LEA Name,School Entity ID,School Name,County,Subgroup,Number Graduated,Number in Cohort,Percent Graduated in 4 Years
2022,4 Year,4407,Sunnyside Unified District,6288,STAR Academic High School,Pima,Homeless Cohort,*,*,*
2022,4 Year,4407,Sunnyside Unified District,6288,STAR Academic High School,Pima,Income Eligibility 1 and 2,28,105,26.7
2022,4 Year,4407,Sunnyside Unified District,6288,STAR Academic High School,Pima,Male,20,97,20.6
2022,4 Year,4407,Sunnyside Unified District,6288,STAR Academic High School,Pima,Migrant Cohort,*,*,*
2022,4 Year,4407,Sunnyside Unified District,6288,STAR Academic High School,Pima,Military Cohort,*,*,*
2022,4 Year,4407,Sunnyside Unified District,6288,STAR Academic High School,Pima,Special Education,*,*,25
2022,4 Year,4407,Sunnyside Unified District,6288,STAR Academic High School,Pima,White,*,*,20
2022,4 Year,4407,Sunnyside Unified District,91829,Sunnyside Online Success Academy,Pima,All,*,*,*
2022,4 Year,4407,Sunnyside Unified District,91829,Sunnyside Online Success Academy,Pima,American Indian or Alaska Native,*,*,*
2022,4 Year,4407,Sunnyside Unified District,91829,Sunnyside Online Success Academy,Pima,Black/African American,*,*,*
2022,4 Year,4407,Sunnyside Unified District,91829,Sunnyside Online Success Academy,Pima,EL Cohort,*,*,*
2022,4 Year,4407,Sunnyside Unified District,91829,Sunnyside Online Success Academy,Pima,Female,*,*,3.4
2022,4 Year,4407,Sunnyside Unified District,91829,Sunnyside Online Success Academy,Pima,Foster Care Cohort,*,*,*
2022,4 Year,4407,Sunnyside Unified District,91829,Sunnyside Online Success Academy,Pima,Hispanic or Latino,*,*,*
2022,4 Year,4407,Sunnyside Unified District,91829,Sunnyside Online Success Academy,Pima,Homeless Cohort,*,*,*
2022,4 Year,4407,Sunnyside Unified District,91829,Sunnyside Online Success Academy,Pima,Income Eligibility 1 and 2,*,*,*
2022,4 Year,4407,Sunnyside Unified District,91829,Sunnyside Online Success Academy,Pima,Male,*,*,*
2022,4 Year,4407,Sunnyside Unified District,91829,Sunnyside Online Success Academy,Pima,Migrant Cohort,*,*,*
2022,4 Year,4407,Sunnyside Unified District,91829,Sunnyside Online Success Academy,Pima,Military Cohort,*,*,*
2022,4 Year,4407,Sunnyside Unified District,91829,Sunnyside Online Success Academy,Pima,Multiple Races,*,*,*
2022,4 Year,4407,Sunnyside Unified District,91829,Sunnyside Online Success Academy,Pima,Special Education,*,*,*
2022,4 Year,4407,Sunnyside Unified District,91829,Sunnyside Online Success Academy,Pima,White,*,*,*
2022,4 Year,4408,Tanque Verde Unified District,87466,Tanque Verde High School,Pima,All,*,*,96.8
2022,4 Year,4408,Tanque Verde Unified District,87466,Tanque Verde High School,Pima,Asian,*,*,*
2022,4 Year,4408,Tanque Verde Unified District,87466,Tanque Verde High School,Pima,Black/African American,*,*,*
2022,4 Year,4408,Tanque Verde Unified District,87466,Tanque Verde High School,Pima,EL Cohort,*,*,*
2022,4 Year,4408,Tanque Verde Unified District,87466,Tanque Verde High School,Pima,Female,*,*,97.4
2022,4 Year,4408,Tanque Verde Unified District,87466,Tanque Verde High School,Pima,Foster Care Cohort,*,*,*
2022,4 Year,4408,Tanque Verde Unified District,87466,Tanque Verde High School,Pima,Hispanic or Latino,*,*,92.9
2022,4 Year,4408,Tanque Verde Unified District,87466,Tanque Verde High School,Pima,Homeless Cohort,*,*,*
2022,4 Year,4408,Tanque Verde Unified District,87466,Tanque Verde High School,Pima,Income Eligibility 1 and 2,*,*,91.7
2022,4 Year,4408,Tanque Verde Unified District,87466,Tanque Verde High School,Pima,Male,*,*,96.2
2022,4 Year,4408,Tanque Verde Unified District,87466,Tanque Verde High School,Pima,Migrant Cohort,*,*,*
2022,4 Year,4408,Tanque Verde Unified District,87466,Tanque Verde High School,Pima,Military Cohort,*,*,50
2022,4 Year,4408,Tanque Verde Unified District,87466,Tanque Verde High School,Pima,Multiple Races,*,*,*
2022,4 Year,4408,Tanque Verde Unified District,87466,Tanque Verde High School,Pima,Native Hawaiian or Pacific Islander,*,*,*
2022,4 Year,4408,Tanque Verde Unified District,87466,Tanque Verde High School,Pima,Special Education,*,*,91.3
2022,4 Year,4408,Tanque Verde Unified District,87466,Tanque Verde High School,Pima,White,*,*,97.5
2022,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,All,*,*,81.8
2022,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,American Indian or Alaska Native,*,*,*
2022,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Asian,*,*,*
2022,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,EL Cohort,*,*,*
2022,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Female,*,*,92.3
2022,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Foster Care Cohort,*,*,*
2022,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Hispanic or Latino,*,*,90.5
2022,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Homeless Cohort,*,*,*
2022,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Income Eligibility 1 and 2,*,*,*
2022,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Male,*,*,75
2022,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Migrant Cohort,*,*,*
2022,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Military Cohort,*,*,*
2022,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Multiple Races,*,*,*
2022,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,Special Education,*,*,50
2022,4 Year,4409,Ajo Unified District,6292,Ajo High School,Pima,White,*,*,83.3
2022,4 Year,4410,Catalina Foothills Unified District,5839,Catalina Foothills High School,Pima,All,376,421,89.3
2022,4 Year,4410,Catalina Foothills Unified District,5839,Catalina Foothills High School,Pima,Asian,*,*,94.4
2022,4 Year,4410,Catalina Foothills Unified District,5839,Catalina Foothills High School,Pima,Black/African American,*,*,80
2022,4 Year,4410,Catalina Foothills Unified District,5839,Catalina Foothills High School,Pima,EL Cohort,*,*,50
2022,4 Year,4410,Catalina Foothills Unified District,5839,Catalina Foothills High School,Pima,Female,189,210,90
2022,4 Year,4410,Catalina Foothills Unified District,5839,Catalina Foothills High School,Pima,Foster Care Cohort,*,*,*
2022,4 Year,4410,Catalina Foothills Unified District,5839,Catalina Foothills High School,Pima,Hispanic or Latino,106,122,86.9
2022,4 Year,4410,Catalina Foothills Unified District,5839,Catalina Foothills High School,Pima,Homeless Cohort,*,*,*
2022,4 Year,4410,Catalina Foothills Unified District,5839,Catalina Foothills High School,Pima,Income Eligibility 1 and 2,*,*,85.9
2022,4 Year,4410,Catalina Foothills Unified District,5839,Catalina Foothills High School,Pima,Male,187,211,88.6
2022,4 Year,4410,Catalina Foothills Unified District,5839,Catalina Foothills High School,Pima,Migrant Cohort,*,*,*
2022,4 Year,4410,Catalina Foothills Unified District,5839,Catalina Foothills High School,Pima,Military Cohort,*,*,*
2022,4 Year,4410,Catalina Foothills Unified District,5839,Catalina Foothills High School,Pima,Multiple Races,*,*,77.8
2022,4 Year,4410,Catalina Foothills Unified District,5839,Catalina Foothills High School,Pima,Special Education,*,*,61.1
2022,4 Year,4410,Catalina Foothills Unified District,5839,Catalina Foothills High School,Pima,White,218,240,90.8
2022,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,All,204,233,87.6
2022,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,American Indian or Alaska Native,*,*,*
2022,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,Black/African American,*,*,*
2022,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,EL Cohort,*,*,*
2022,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,Female,109,123,88.6
2022,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,Foster Care Cohort,*,*,*
2022,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,Hispanic or Latino,*,*,91.8
2022,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,Homeless Cohort,*,*,*
2022,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,Income Eligibility 1 and 2,*,*,81.8
2022,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,Male,95,110,86.4
2022,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,Migrant Cohort,*,*,*
2022,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,Military Cohort,*,*,*
2022,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,Multiple Races,*,*,75
2022,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,Native Hawaiian or Pacific Islander,*,*,*
2022,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,Special Education,*,*,80
2022,4 Year,4411,Sahuarita Unified District,5843,Sahuarita High School,Pima,White,*,*,88.1
2022,4 Year,4411,Sahuarita Unified District,90824,Walden Grove High School,Pima,All,251,283,88.7
2022,4 Year,4411,Sahuarita Unified District,90824,Walden Grove High School,Pima,Asian,*,*,*
2022,4 Year,4411,Sahuarita Unified District,90824,Walden Grove High School,Pima,Black/African American,*,*,60
2022,4 Year,4411,Sahuarita Unified District,90824,Walden Grove High School,Pima,EL Cohort,*,*,50
2022,4 Year,4411,Sahuarita Unified District,90824,Walden Grove High School,Pima,Female,*,*,92.5
2022,4 Year,4411,Sahuarita Unified District,90824,Walden Grove High School,Pima,Foster Care Cohort,*,*,*
2022,4 Year,4411,Sahuarita Unified District,90824,Walden Grove High School,Pima,Hispanic or Latino,127,143,88.8
2022,4 Year,4411,Sahuarita Unified District,90824,Walden Grove High School,Pima,Homeless Cohort,*,*,*
2022,4 Year,4411,Sahuarita Unified District,90824,Walden Grove High School,Pima,Income Eligibility 1 and 2,*,*,*
2022,4 Year,4411,Sahuarita Unified District,90824,Walden Grove High School,Pima,Male,*,*,85.2
2022,4 Year,4411,Sahuarita Unified District,90824,Walden Grove High School,Pima,Migrant Cohort,*,*,*
2022,4 Year,4411,Sahuarita Unified District,90824,Walden Grove High School,Pima,Military Cohort,*,*,*
2022,4 Year,4411,Sahuarita Unified District,90824,Walden Grove High School,Pima,Multiple Races,*,*,88.9
2022,4 Year,4411,Sahuarita Unified District,90824,Walden Grove High School,Pima,Special Education,*,*,85
2022,4 Year,4411,Sahuarita Unified District,90824,Walden Grove High School,Pima,White,*,*,93.7
2022,4 Year,4411,Sahuarita Unified District,1001695,Sahuarita Digital Pathways Academy,Pima,All,*,*,75.9
2022,4 Year,4411,Sahuarita Unified District,1001695,Sahuarita Digital Pathways Academy,Pima,Asian,*,*,*
2022,4 Year,4411,Sahuarita Unified District,1001695,Sahuarita Digital Pathways Academy,Pima,Black/African American,*,*,*
2022,4 Year,4411,Sahuarita Unified District,1001695,Sahuarita Digital Pathways Academy,Pima,EL Cohort,*,*,*
2022,4 Year,4411,Sahuarita Unified District,1001695,Sahuarita Digital Pathways Academy,Pima,Female,*,*,64.3
2022,4 Year,4411,Sahuarita Unified District,1001695,Sahuarita Digital Pathways Academy,Pima,Foster Care Cohort,*,*,*
2022,4 Year,4411,Sahuarita Unified District,1001695,Sahuarita Digital Pathways Academy,Pima,Hispanic or Latino,*,*,75
2022,4 Year,4411,Sahuarita Unified District,1001695,Sahuarita Digital Pathways Academy,Pima,Homeless Cohort,*,*,*
2022,4 Year,4411,Sahuarita Unified District,1001695,Sahuarita Digital Pathways Academy,Pima,Income Eligibility 1 and 2,*,*,*
2022,4 Year,4411,Sahuarita Unified District,1001695,Sahuarita Digital Pathways Academy,Pima,Male,*,*,86.7
2022,4 Year,4411,Sahuarita Unified District,1001695,Sahuarita Digital Pathways Academy,Pima,Migrant Cohort,*,*,*
2022,4 Year,4411,Sahuarita Unified District,1001695,Sahuarita Digital Pathways Academy,Pima,Military Cohort,*,*,*
2022,4 Year,4411,Sahuarita Unified District,1001695,Sahuarita Digital Pathways Academy,Pima,Special Education,*,*,*
2022,4 Year,4411,Sahuarita Unified District,1001695,Sahuarita Digital Pathways Academy,Pima,White,*,*,87.5
2022,4 Year,4412,Baboquivari Unified School District #40,5847,Baboquivari High School,Pima,All,33,52,63.5
2022,4 Year,4412,Baboquivari Unified School District #40,5847,Baboquivari High School,Pima,American Indian or Alaska Native,32,50,64
2022,4 Year,4412,Baboquivari Unified School District #40,5847,Baboquivari High School,Pima,Asian,*,*,*
2022,4 Year,4412,Baboquivari Unified School District #40,5847,Baboquivari High School,Pima,EL Cohort,*,*,*
2022,4 Year,4412,Baboquivari Unified School District #40,5847,Baboquivari High School,Pima,Female,*,*,70.8
2022,4 Year,4412,Baboquivari Unified School District #40,5847,Baboquivari High School,Pima,Foster Care Cohort,*,*,*
2022,4 Year,4412,Baboquivari Unified School District #40,5847,Baboquivari High School,Pima,Hispanic or Latino,*,*,*
2022,4 Year,4412,Baboquivari Unified School District #40,5847,Baboquivari High School,Pima,Homeless Cohort,*,*,66.7
2022,4 Year,4412,Baboquivari Unified School District #40,5847,Baboquivari High School,Pima,Income Eligibility 1 and 2,*,*,*
2022,4 Year,4412,Baboquivari Unified School District #40,5847,Baboquivari High School,Pima,Male,*,*,57.1
2022,4 Year,4412,Baboquivari Unified School District #40,5847,Baboquivari High School,Pima,Migrant Cohort,*,*,*
2022,4 Year,4412,Baboquivari Unified School District #40,5847,Baboquivari High School,Pima,Military Cohort,*,*,*
2022,4 Year,4412,Baboquivari Unified School District #40,5847,Baboquivari High School,Pima,Special Education,*,*,80
2022,4 Year,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),Pima,All,*,*,10
2022,4 Year,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),Pima,American Indian or Alaska Native,*,*,10.5
2022,4 Year,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),Pima,EL Cohort,*,*,*
2022,4 Year,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),Pima,Female,*,*,25
2022,4 Year,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),Pima,Foster Care Cohort,*,*,*
2022,4 Year,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),Pima,Homeless Cohort,*,*,*
2022,4 Year,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),Pima,Income Eligibility 1 and 2,*,*,*
2022,4 Year,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),Pima,Male,*,*,6.2
2022,4 Year,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),Pima,Migrant Cohort,*,*,*
2022,4 Year,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),Pima,Military Cohort,*,*,*
2022,4 Year,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),Pima,Native Hawaiian or Pacific Islander,*,*,*
2022,4 Year,4412,Baboquivari Unified School District #40,90822,Alternative High School (Indian Oasis High School),Pima,Special Education,*,*,*
2022,4 Year,4413,Vail Unified District,10855,Vail Academy & High School,Pima,All,*,*,*
2022,4 Year,4413,Vail Unified District,10855,Vail Academy & High School,Pima,Asian,*,*,*
2022,4 Year,4413,Vail Unified District,10855,Vail Academy & High School,Pima,Black/African American,*,*,*
2022,4 Year,4413,Vail Unified District,10855,Vail Academy & High School,Pima,EL Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,10855,Vail Academy & High School,Pima,Female,*,*,*
2022,4 Year,4413,Vail Unified District,10855,Vail Academy & High School,Pima,Foster Care Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,10855,Vail Academy & High School,Pima,Hispanic or Latino,*,*,*
2022,4 Year,4413,Vail Unified District,10855,Vail Academy & High School,Pima,Homeless Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,10855,Vail Academy & High School,Pima,Income Eligibility 1 and 2,*,*,*
2022,4 Year,4413,Vail Unified District,10855,Vail Academy & High School,Pima,Male,*,*,*
2022,4 Year,4413,Vail Unified District,10855,Vail Academy & High School,Pima,Migrant Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,10855,Vail Academy & High School,Pima,Military Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,10855,Vail Academy & High School,Pima,Multiple Races,*,*,*
2022,4 Year,4413,Vail Unified District,10855,Vail Academy & High School,Pima,Special Education,*,*,*
2022,4 Year,4413,Vail Unified District,10855,Vail Academy & High School,Pima,White,*,*,*
2022,4 Year,4413,Vail Unified District,79721,Cienega High School,Pima,All,456,480,95
2022,4 Year,4413,Vail Unified District,79721,Cienega High School,Pima,American Indian or Alaska Native,*,*,*
2022,4 Year,4413,Vail Unified District,79721,Cienega High School,Pima,Asian,*,*,*
2022,4 Year,4413,Vail Unified District,79721,Cienega High School,Pima,Black/African American,*,*,93.1
2022,4 Year,4413,Vail Unified District,79721,Cienega High School,Pima,EL Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,79721,Cienega High School,Pima,Female,*,*,97.4
2022,4 Year,4413,Vail Unified District,79721,Cienega High School,Pima,Foster Care Cohort,*,*,50
2022,4 Year,4413,Vail Unified District,79721,Cienega High School,Pima,Hispanic or Latino,*,*,97.3
2022,4 Year,4413,Vail Unified District,79721,Cienega High School,Pima,Homeless Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,79721,Cienega High School,Pima,Income Eligibility 1 and 2,*,*,94.4
2022,4 Year,4413,Vail Unified District,79721,Cienega High School,Pima,Male,*,*,92.8
2022,4 Year,4413,Vail Unified District,79721,Cienega High School,Pima,Migrant Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,79721,Cienega High School,Pima,Military Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,79721,Cienega High School,Pima,Multiple Races,*,*,88.2
2022,4 Year,4413,Vail Unified District,79721,Cienega High School,Pima,Native Hawaiian or Pacific Islander,*,*,*
2022,4 Year,4413,Vail Unified District,79721,Cienega High School,Pima,Special Education,*,*,80.4
2022,4 Year,4413,Vail Unified District,79721,Cienega High School,Pima,White,212,224,94.6
2022,4 Year,4413,Vail Unified District,84665,Pantano High School,Pima,All,14,37,37.8
2022,4 Year,4413,Vail Unified District,84665,Pantano High School,Pima,EL Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,84665,Pantano High School,Pima,Female,*,*,36.4
2022,4 Year,4413,Vail Unified District,84665,Pantano High School,Pima,Foster Care Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,84665,Pantano High School,Pima,Hispanic or Latino,*,*,42.9
2022,4 Year,4413,Vail Unified District,84665,Pantano High School,Pima,Homeless Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,84665,Pantano High School,Pima,Income Eligibility 1 and 2,*,*,33.3
2022,4 Year,4413,Vail Unified District,84665,Pantano High School,Pima,Male,*,*,38.5
2022,4 Year,4413,Vail Unified District,84665,Pantano High School,Pima,Migrant Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,84665,Pantano High School,Pima,Military Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,84665,Pantano High School,Pima,Multiple Races,*,*,50
2022,4 Year,4413,Vail Unified District,84665,Pantano High School,Pima,Special Education,*,*,75
2022,4 Year,4413,Vail Unified District,84665,Pantano High School,Pima,White,*,*,28.6
2022,4 Year,4413,Vail Unified District,87875,Empire High School,Pima,All,*,*,95.9
2022,4 Year,4413,Vail Unified District,87875,Empire High School,Pima,American Indian or Alaska Native,*,*,*
2022,4 Year,4413,Vail Unified District,87875,Empire High School,Pima,Asian,*,*,*
2022,4 Year,4413,Vail Unified District,87875,Empire High School,Pima,Black/African American,*,*,*
2022,4 Year,4413,Vail Unified District,87875,Empire High School,Pima,EL Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,87875,Empire High School,Pima,Female,*,*,97.1
2022,4 Year,4413,Vail Unified District,87875,Empire High School,Pima,Foster Care Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,87875,Empire High School,Pima,Hispanic or Latino,*,*,92.6
2022,4 Year,4413,Vail Unified District,87875,Empire High School,Pima,Homeless Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,87875,Empire High School,Pima,Income Eligibility 1 and 2,*,*,97
2022,4 Year,4413,Vail Unified District,87875,Empire High School,Pima,Male,*,*,94.7
2022,4 Year,4413,Vail Unified District,87875,Empire High School,Pima,Migrant Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,87875,Empire High School,Pima,Military Cohort,*,*,95.6
2022,4 Year,4413,Vail Unified District,87875,Empire High School,Pima,Multiple Races,*,*,83.3
2022,4 Year,4413,Vail Unified District,87875,Empire High School,Pima,Native Hawaiian or Pacific Islander,*,*,*
2022,4 Year,4413,Vail Unified District,87875,Empire High School,Pima,Special Education,*,*,76.5
2022,4 Year,4413,Vail Unified District,87875,Empire High School,Pima,White,*,*,97.5
2022,4 Year,4413,Vail Unified District,90845,Vail Innovation Center,Pima,All,18,37,48.6
2022,4 Year,4413,Vail Unified District,90845,Vail Innovation Center,Pima,EL Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,90845,Vail Innovation Center,Pima,Female,*,*,50
2022,4 Year,4413,Vail Unified District,90845,Vail Innovation Center,Pima,Foster Care Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,90845,Vail Innovation Center,Pima,Hispanic or Latino,*,*,41.7
2022,4 Year,4413,Vail Unified District,90845,Vail Innovation Center,Pima,Homeless Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,90845,Vail Innovation Center,Pima,Income Eligibility 1 and 2,*,*,25
2022,4 Year,4413,Vail Unified District,90845,Vail Innovation Center,Pima,Male,*,*,47.6
2022,4 Year,4413,Vail Unified District,90845,Vail Innovation Center,Pima,Migrant Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,90845,Vail Innovation Center,Pima,Military Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,90845,Vail Innovation Center,Pima,Multiple Races,*,*,*
2022,4 Year,4413,Vail Unified District,90845,Vail Innovation Center,Pima,Special Education,*,*,20
2022,4 Year,4413,Vail Unified District,90845,Vail Innovation Center,Pima,White,12,24,50
2022,4 Year,4413,Vail Unified District,91292,Andrada Polytechnic High School,Pima,All,168,181,92.8
2022,4 Year,4413,Vail Unified District,91292,Andrada Polytechnic High School,Pima,American Indian or Alaska Native,*,*,*
2022,4 Year,4413,Vail Unified District,91292,Andrada Polytechnic High School,Pima,Asian,*,*,*
2022,4 Year,4413,Vail Unified District,91292,Andrada Polytechnic High School,Pima,Black/African American,*,*,*
2022,4 Year,4413,Vail Unified District,91292,Andrada Polytechnic High School,Pima,EL Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,91292,Andrada Polytechnic High School,Pima,Female,*,*,95.3
2022,4 Year,4413,Vail Unified District,91292,Andrada Polytechnic High School,Pima,Foster Care Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,91292,Andrada Polytechnic High School,Pima,Hispanic or Latino,*,*,92.7
2022,4 Year,4413,Vail Unified District,91292,Andrada Polytechnic High School,Pima,Homeless Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,91292,Andrada Polytechnic High School,Pima,Income Eligibility 1 and 2,*,*,92.3
2022,4 Year,4413,Vail Unified District,91292,Andrada Polytechnic High School,Pima,Male,*,*,90.6
2022,4 Year,4413,Vail Unified District,91292,Andrada Polytechnic High School,Pima,Migrant Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,91292,Andrada Polytechnic High School,Pima,Military Cohort,*,*,95.4
2022,4 Year,4413,Vail Unified District,91292,Andrada Polytechnic High School,Pima,Multiple Races,*,*,87.5
2022,4 Year,4413,Vail Unified District,91292,Andrada Polytechnic High School,Pima,Native Hawaiian or Pacific Islander,*,*,*
2022,4 Year,4413,Vail Unified District,91292,Andrada Polytechnic High School,Pima,Special Education,*,*,79.3
2022,4 Year,4413,Vail Unified District,91292,Andrada Polytechnic High School,Pima,White,*,*,95
2022,4 Year,4413,Vail Unified District,1000597,Mica Mountain High,Pima,All,*,*,90.5
2022,4 Year,4413,Vail Unified District,1000597,Mica Mountain High,Pima,Asian,*,*,*
2022,4 Year,4413,Vail Unified District,1000597,Mica Mountain High,Pima,Black/African American,*,*,*
2022,4 Year,4413,Vail Unified District,1000597,Mica Mountain High,Pima,EL Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,1000597,Mica Mountain High,Pima,Female,*,*,93.6
2022,4 Year,4413,Vail Unified District,1000597,Mica Mountain High,Pima,Foster Care Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,1000597,Mica Mountain High,Pima,Hispanic or Latino,*,*,88.9
2022,4 Year,4413,Vail Unified District,1000597,Mica Mountain High,Pima,Homeless Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,1000597,Mica Mountain High,Pima,Income Eligibility 1 and 2,*,*,87.5
2022,4 Year,4413,Vail Unified District,1000597,Mica Mountain High,Pima,Male,*,*,88.4
2022,4 Year,4413,Vail Unified District,1000597,Mica Mountain High,Pima,Migrant Cohort,*,*,*
2022,4 Year,4413,Vail Unified District,1000597,Mica Mountain High,Pima,Military Cohort,*,*,90
2022,4 Year,4413,Vail Unified District,1000597,Mica Mountain High,Pima,Multiple Races,*,*,*
2022,4 Year,4413,Vail Unified District,1000597,Mica Mountain High,Pima,Native Hawaiian or Pacific Islander,*,*,*
2022,4 Year,4413,Vail Unified District,1000597,Mica Mountain High,Pima,Special Education,*,*,42.9
2022,4 Year,4413,Vail Unified District,1000597,Mica Mountain High,Pima,White,*,*,90
2022,4 Year,4420,Pima County,6057,Pima Vocational High School,Pima,All,14,34,41.2
2022,4 Year,4420,Pima County,6057,Pima Vocational High School,Pima,Black/African American,*,*,*
2022,4 Year,4420,Pima County,6057,Pima Vocational High School,Pima,EL Cohort,*,*,*
2022,4 Year,4420,Pima County,6057,Pima Vocational High School,Pima,Female,*,*,52.9
2022,4 Year,4420,Pima County,6057,Pima Vocational High School,Pima,Foster Care Cohort,*,*,*
2022,4 Year,4420,Pima County,6057,Pima Vocational High School,Pima,Hispanic or Latino,11,27,40.7
2022,4 Year,4420,Pima County,6057,Pima Vocational High School,Pima,Homeless Cohort,*,*,37.5
2022,4 Year,4420,Pima County,6057,Pima Vocational High School,Pima,Income Eligibility 1 and 2,*,*,31.8
2022,4 Year,4420,Pima County,6057,Pima Vocational High School,Pima,Male,*,*,29.4
2022,4 Year,4420,Pima County,6057,Pima Vocational High School,Pima,Migrant Cohort,*,*,*
2022,4 Year,4420,Pima County,6057,Pima Vocational High School,Pima,Military Cohort,*,*,*
2022,4 Year,4420,Pima County,6057,Pima Vocational High School,Pima,Multiple Races,*,*,*
2022,4 Year,4420,Pima County,6057,Pima Vocational High School,Pima,Special Education,*,*,75
2022,4 Year,4420,Pima County,6057,Pima Vocational High School,Pima,White,*,*,25
2022,4 Year,4421,"Edge School, Inc., The",5860,Edge High School - Himmel Park,Pima,All,*,*,9.1
2022,4 Year,4421,"Edge School, Inc., The",5860,Edge High School - Himmel Park,Pima,American Indian or Alaska Native,*,*,*
2022,4 Year,4421,"Edge School, Inc., The",5860,Edge High School - Himmel Park,Pima,Black/African American,*,*,*
2022,4 Year,4421,"Edge School, Inc., The",5860,Edge High School - Himmel Park,Pima,EL Cohort,*,*,*
2022,4 Year,4421,"Edge School, Inc., The",5860,Edge High School - Himmel Park,Pima,Female,*,*,12.5
2022,4 Year,4421,"Edge School, Inc., The",5860,Edge High School - Himmel Park,Pima,Foster Care Cohort,*,*,*
2022,4 Year,4421,"Edge School, Inc., The",5860,Edge High School - Himmel Park,Pima,Hispanic or Latino,*,*,*
